1 0.978548 0 0.99913 0
2 0.996583 0.018035 0.996386 0.00274413
3 0.999438 0.0107967 0.994128 0.00275853
4 1.00251 0.00822837 0.996358 0.0029629
5 0.992003 0.0122866 1.00352 0.00751781
6 0.985 0.0122345 1.00312 0.00615078
7 0.982964 0.0105385 1.00276 0.00521114
8 0.975062 0.0120724 1.00228 0.00453808
9 0.976685 0.0107699 1.0016 0.00406066
10 0.976496 0.00963474 0.999912 0.00400372
11 0.975699 0.00875135 0.997832 0.00417668
12 0.979393 0.00880143 0.998545 0.003879
13 0.977192 0.00838983 0.999064 0.00360565
14 0.979418 0.00808022 1.00085 0.00378607
15 0.977453 0.00777472 1.00087 0.00352468
16 0.978267 0.0073179 0.999606 0.00352971
17 0.980025 0.0070954 0.999896 0.00332828
18 0.981955 0.0069623 0.999484 0.00316484
19 0.979616 0.00698857 0.999432 0.00299409
20 0.985353 0.00876754 1.00024 0.00295328
21 0.986361 0.00840025 1.0005 0.00282081
22 0.989317 0.00853742 1.00085 0.00271314
23 0.991194 0.00837094 1.00097 0.00259503
24 0.990177 0.0080788 1.00023 0.00259167
25 0.988263 0.00798175 0.999643 0.00255452
26 0.989682 0.00779873 0.999719 0.00245549
27 0.990328 0.00753212 0.999778 0.00236353
28 0.99241 0.00755082 0.999894 0.00228048
29 0.992099 0.00729243 0.999798 0.0022025
30 0.991653 0.00705928 0.999585 0.0021385
31 0.991765 0.00682869 0.999503 0.00207
32 0.990778 0.00668518 0.999318 0.00201281
33 0.990771 0.00647943 0.999589 0.00196962
34 0.990179 0.00631385 1.0002 0.00200668
35 0.988965 0.00624979 1.00109 0.00214019
36 0.987393 0.00627372 1.00081 0.00209783
37 0.987718 0.00611041 1.00024 0.00211996
38 0.987772 0.00594769 1.00064 0.00210319
39 0.988844 0.00589144 1.00077 0.00205267
40 0.987794 0.00583744 1.00101 0.00201395
41 0.98655 0.00582765 1.0016 0.0020531
42 0.988299 0.00595005 1.00175 0.00200871
43 0.988774 0.00582948 1.00127 0.00201891
44 0.989602 0.00575533 1.0008 0.00202823
45 0.990281 0.0056668 1.00086 0.00198363
46 0.992498 0.00596907 1.00023 0.0020388
47 0.99281 0.00584901 1.00003 0.00200461
48 0.995141 0.00618224 1.00018 0.00196799
49 0.995961 0.00610998 1.00026 0.00192897
50 0.996706 0.00603272 1.00039 0.00189462
51 0.998024 0.00605852 1.00025 0.00186221
52 0.997451 0.00596847 0.999941 0.00185283
53 0.998476 0.00594377 0.999726 0.00183011
54 0.998529 0.00583291 0.999887 0.00180303
55 0.998911 0.00573855 1.00007 0.00177964
56 0.999806 0.00570578 1.00047 0.00179264
57 1.00079 0.00569119 1.00066 0.0017714
58 1.00124 0.00560978 1.00071 0.00174118
59 1.00049 0.00556449 1.00072 0.00171144
60 0.99922 0.0056162 1.00037 0.00171964
61 0.998976 0.00552875 1.0004 0.00169165
62 0.999236 0.00544507 1.00045 0.00166474
63 0.999645 0.00537353 1.00031 0.00164408
64 0.999867 0.00529355 1.00002 0.00164301
65 0.997919 0.00556354 1.00028 0.00163752
66 0.997871 0.00547881 1.00014 0.00161842
67 0.99743 0.00541437 1.00005 0.00159691
68 0.99787 0.00535227 1.00005 0.00157326
69 0.997695 0.00527704 1.00028 0.00156661
70 0.997614 0.00520175 0.999962 0.00157601
71 0.997712 0.00512892 0.999823 0.00155981
72 0.998403 0.00510415 0.999565 0.00155948
73 0.99805 0.00504611 0.999678 0.0015421
74 0.998776 0.00503012 1.00019 0.0016049
75 0.998728 0.00496283 1.00016 0.0015837
76 0.998198 0.00492571 1.00022 0.00156416
77 0.997249 0.00495301 1.00064 0.00159893
78 0.996539 0.00494045 1.00073 0.00158092
79 0.9949 0.00514536 1.00074 0.00156082
80 0.994657 0.00508648 1.00073 0.00154123
81 0.994588 0.00502376 1.00078 0.00152297
82 0.994287 0.00497122 1.00081 0.00150456
83 0.9937 0.00494588 1.00049 0.00151983
84 0.994119 0.00490449 1.00057 0.00150348
85 0.993758 0.00485986 1.00035 0.00150122
86 0.993608 0.00480536 1.00039 0.00148425
87 0.993528 0.00475048 1.00052 0.00147207
88 0.994015 0.00472134 1.00056 0.00145601
89 0.99352 0.00469411 1.00047 0.00144243
90 0.99364 0.00464321 1.00045 0.00142652
91 0.994851 0.00474895 1.00051 0.00141193
92 0.994654 0.00470118 1.00084 0.00143581
93 0.995028 0.00466534 1.00088 0.00142078
94 0.994509 0.00464454 1.00086 0.00140572
95 0.994028 0.00462043 1.001 0.00139774
96 0.994727 0.00462514 1.00083 0.00139321
97 0.994663 0.00457767 1.00062 0.00139501
98 0.994351 0.00454145 1.00079 0.00139175
99 0.994454 0.00449653 1.00083 0.00137809
100 0.994718 0.00445915 1.00094 0.00136856
